"id","kjid","Kjsj","Kjdjs","kjsjzt","Kjjg","qq_now","tz_money","odds","zjje","add_time","start_time","edit_time","game_id"
"1","DICE18000001","1536889100","0","0","53","","0","","0","1536889040","1536889090","1536889090","2"
"2","DICE18000002","1536889160","0","0","54","","0","","0","1536889100","1536889150","1536889150","2"
"3","DICE18000003","1536889220","0","0","56","","0","","0","1536889160","1536889210","1536889210","2"
"4","DICE18000004","1536889280","0","0","36","","0","","0","1536889220","1536889270","1536889270","2"
"5","DICE18000005","1536889340","0","0","11","","0","","0","1536889280","1536889330","1536889330","2"
"6","DICE18000006","1536889400","0","0","43","","0","","0","1536889340","1536889390","1536889390","2"
"7","DICE18000007","1536889460","0","0","64","","0","","0","1536889400","1536889450","1536889450","2"
"8","DICE18000008","1536889520","0","0","22","","0","","0","1536889460","1536889510","1536889510","2"
"9","DICE18000009","1536889580","0","0","66","","0","","0","1536889520","1536889570","1536889570","2"
"10","DICE18000010","1536889640","0","0","34","","0","","0","1536889580","1536889630","1536889630","2"
"11","DICE18000011","1536889700","0","0","26","","0","","0","1536889640","1536889690","1536889690","2"
"12","DICE18000012","1536889760","0","0","32","","0","","0","1536889700","1536889750","1536889750","2"
"13","DICE18000013","1536889820","0","0","36","","0","","0","1536889760","1536889810","1536889810","2"
"14","DICE18000014","1536889880","0","0","42","","0","","0","1536889820","1536889870","1536889870","2"
"15","DICE18000015","1536889940","0","0","24","","0","","0","1536889880","1536889930","1536889930","2"
"16","DICE18000016","1536890000","0","0","51","","0","","0","1536889940","1536889990","1536889990","2"
"17","DICE18000017","1536890060","0","0","23","","0","","0","1536890000","1536890050","1536890050","2"
"18","DICE18000018","1536890120","0","0","51","","0","","0","1536890060","1536890110","1536890110","2"
"19","DICE18000019","1536890180","0","0","31","","0","","0","1536890120","1536890170","1536890170","2"
"20","DICE18000020","1536890240","0","0","51","","0","","0","1536890180","1536890230","1536890230","2"
"21","DICE18000021","1536890300","0","0","24","","0","","0","1536890240","1536890290","1536890290","2"
"22","DICE18000022","1536890360","0","0","13","","0","","0","1536890300","1536890350","1536890350","2"
"23","DICE18000023","1536890420","0","0","42","","0","","0","1536890360","1536890410","1536890410","2"
"24","DICE18000024","1536890480","0","0","14","","0","","0","1536890420","1536890470","1536890470","2"
"25","DICE18000025","1536890540","0","0","64","","0","","0","1536890480","1536890530","1536890530","2"
"26","DICE18000026","1536890600","0","0","11","","0","","0","1536890540","1536890590","1536890590","2"
"27","DICE18000027","1536890660","0","0","26","","0","","0","1536890600","1536890650","1536890650","2"
"28","DICE18000028","1536890720","0","0","53","","0","","0","1536890660","1536890710","1536890710","2"
"29","DICE18000029","1536890780","0","0","31","","0","","0","1536890720","1536890770","1536890770","2"
"30","DICE18000030","1536890840","0","0","51","","0","","0","1536890780","1536890830","1536890830","2"
"31","DICE18000031","1536890900","0","0","43","","0","","0","1536890840","1536890890","1536890890","2"
"32","DICE18000032","1536890960","0","0","64","","0","","0","1536890900","1536890950","1536890950","2"
"33","DICE18000033","1536891020","0","0","35","","0","","0","1536890960","1536891010","1536891010","2"
"34","DICE18000034","1536891080","0","0","56","","0","","0","1536891020","1536891070","1536891070","2"
"35","DICE18000035","1536891140","0","0","24","","0","","0","1536891080","1536891130","1536891130","2"
"36","DICE18000036","1536891200","0","0","42","","0","","0","1536891140","1536891190","1536891190","2"
"37","DICE18000037","1536891260","0","0","15","","0","","0","1536891200","1536891250","1536891250","2"
"38","DICE18000038","1536891320","0","0","16","","0","","0","1536891260","1536891310","1536891310","2"
"39","DICE18000039","1536891380","0","0","24","","0","","0","1536891320","1536891370","1536891370","2"
"40","DICE18000040","1536891440","0","0","35","","0","","0","1536891380","1536891430","1536891430","2"
"41","DICE18000041","1536891500","0","0","22","","0","","0","1536891440","1536891490","1536891490","2"
"42","DICE18000042","1536891560","0","0","56","","0","","0","1536891500","1536891550","1536891550","2"
"43","DICE18000043","1536891620","0","0","64","","0","","0","1536891560","1536891610","1536891610","2"
"44","DICE18000044","1536891680","0","0","52","","0","","0","1536891620","1536891670","1536891670","2"
"45","DICE18000045","1536891740","0","0","15","","0","","0","1536891680","1536891730","1536891730","2"
"46","DICE18000046","1536891800","0","0","23","","0","","0","1536891740","1536891790","1536891790","2"
"47","DICE18000047","1536891860","0","0","26","","0","","0","1536891800","1536891850","1536891850","2"
"48","DICE18000048","1536891920","0","0","34","","0","","0","1536891860","1536891910","1536891910","2"
"49","DICE18000049","1536891980","0","0","35","","0","","0","1536891920","1536891970","1536891970","2"
"50","DICE18000050","1536892040","0","0","65","","0","","0","1536891980","1536892030","1536892030","2"
"51","DICE18000051","1536892100","0","0","21","","0","","0","1536892040","1536892090","1536892090","2"
"52","DICE18000052","1536892160","0","0","34","","0","","0","1536892100","1536892150","1536892150","2"
"53","DICE18000053","1536892220","0","0","25","","0","","0","1536892160","1536892210","1536892210","2"
"54","DICE18000054","1536892280","0","0","62","","0","","0","1536892220","1536892270","1536892270","2"
