"id","kjid","Kjsj","Kjdjs","kjsjzt","Kjjg","qq_now","tz_money","odds","zjje","add_time","start_time","edit_time","game_id"
"1","DXH18000001","1537027900","0","0","1,17,12,13","723","0","","0","1537027840","1537027890","1537027890","1"
"2","DXH18000002","1537027960","0","0","1,15,13,10","530","0","","0","1537027900","1537027950","1537027950","1"
"3","DXH18000003","1537028020","0","0","1,15,10,14","504","0","","0","1537027960","1537028010","1537028010","1"
"4","DXH18000004","1537028080","0","0","3,10,15,14","54","0","","0","1537028020","1537028070","1537028070","1"
"5","DXH18000005","1537028140","0","0","2,13,10","303","0","","0","1537028080","1537028130","1537028130","1"
"6","DXH18000006","1537028200","0","0","1,13,14,10","340","0","","0","1537028140","1537028190","1537028190","1"
"7","DXH18000007","1537028260","0","0","3,14,17,18","478","0","","0","1537028200","1537028250","1537028250","1"
"8","DXH18000008","1537028320","0","0","1,16,18,11","681","0","","0","1537028260","1537028310","1537028310","1"
"9","DXH18000009","1537028380","0","0","1,14,15,13","453","0","","0","1537028320","1537028370","1537028370","1"
"10","DXH18000010","1537028440","0","0","2,11,15","151","0","","0","1537028380","1537028430","1537028430","1"
"11","DXH18000011","1537028500","0","0","3,10,18","88","0","","0","1537028440","1537028490","1537028490","1"
"12","DXH18000012","1537028560","0","0","3,12,15,13","253","0","","0","1537028500","1537028550","1537028550","1"
"13","DXH18000013","1537028620","0","0","1,17,18,16","786","0","","0","1537028560","1537028610","1537028610","1"
"14","DXH18000014","1537028680","0","0","3,12,17","227","0","","0","1537028620","1537028670","1537028670","1"
"15","DXH18000015","1537028740","0","0","3,14,16","466","0","","0","1537028680","1537028730","1537028730","1"
"16","DXH18000016","1537028800","0","0","2,19,18","989","0","","0","1537028740","1537028790","1537028790","1"
"17","DXH18000017","1537028860","0","0","3,10,17,12","72","0","","0","1537028800","1537028850","1537028850","1"
"18","DXH18000018","1537028920","0","0","1,17,12,14","724","0","","0","1537028860","1537028910","1537028910","1"
"19","DXH18000019","1537028980","0","0","3,11,13,17","137","0","","0","1537028920","1537028970","1537028970","1"
"20","DXH18000020","1537029040","0","0","1,13,10","330","0","","0","1537028980","1537029030","1537029030","1"
"21","DXH18000021","1537029100","0","0","1,18,17,11","871","0","","0","1537029040","1537029090","1537029090","1"
"22","DXH18000022","1537029160","0","0","2,11,10","101","0","","0","1537029100","1537029150","1537029150","1"
"23","DXH18000023","1537029220","0","0","3,11,17,14","174","0","","0","1537029160","1537029210","1537029210","1"
"24","DXH18000024","1537029280","0","0","3,10,18,13","83","0","","0","1537029220","1537029270","1537029270","1"
"25","DXH18000025","1537029340","0","0","1,15,13","533","0","","0","1537029280","1537029330","1537029330","1"
"26","DXH18000026","1537029400","0","0","3,11,16","166","0","","0","1537029340","1537029390","1537029390","1"
"27","DXH18000027","1537029460","0","0","3,13,11,14","314","0","","0","1537029400","1537029450","1537029450","1"
"28","DXH18000028","1537029520","0","0","3,11,12","112","0","","0","1537029460","1537029510","1537029510","1"
"29","DXH18000029","1537029580","0","0","2,14,12","424","0","","0","1537029520","1537029570","1537029570","1"
"30","DXH18000030","1537029640","0","0","3,11,10,13","103","0","","0","1537029580","1537029630","1537029630","1"
"31","DXH18000031","1537029700","0","0","1,15,16,13","563","0","","0","1537029640","1537029690","1537029690","1"
"32","DXH18000032","1537029760","0","0","2,11,14","141","0","","0","1537029700","1537029750","1537029750","1"
"33","DXH18000033","1537029820","0","0","1,18,12,10","820","0","","0","1537029760","1537029810","1537029810","1"
"34","DXH18000034","1537029880","0","0","1,18,15,17","857","0","","0","1537029820","1537029870","1537029870","1"
"35","DXH18000035","1537029940","0","0","4,15,2","555","0","","0","1537029880","1537029930","1537029930","1"
"36","DXH18000036","1537030000","0","0","2,14,15","454","0","","0","1537029940","1537029990","1537029990","1"
"37","DXH18000037","1537030060","0","0","1,15,16,14","564","0","","0","1537030000","1537030050","1537030050","1"
"38","DXH18000038","1537030120","0","0","3,16,13,19","639","0","","0","1537030060","1537030110","1537030110","1"
"39","DXH18000039","1537030180","0","0","1,18,19,15","895","0","","0","1537030120","1537030170","1537030170","1"
"40","DXH18000040","1537030240","0","0","1,18,11,13","813","0","","0","1537030180","1537030230","1537030230","1"
"41","DXH18000041","1537030300","0","0","1,12,19,10","290","0","","0","1537030240","1537030290","1537030290","1"
"42","DXH18000042","1537030360","0","0","1,18,11,14","814","0","","0","1537030300","1537030350","1537030350","1"
