"id","kjid","Kjsj","Kjdjs","kjsjzt","Kjjg","qq_now","tz_money","odds","zjje","add_time","start_time","edit_time","game_id"
"1","DIAL18000001","1537027862","0","0","10002,20001,30004","","0","","0","1537027802","1537027850","1537027850","4"
"2","DIAL18000002","1537027920","0","0","10001,20003,30009","","0","","0","1537027860","1537027910","1537027910","4"
"3","DIAL18000003","1537027980","0","0","10002,20006,30002","","0","","0","1537027920","1537027970","1537027970","4"
"4","DIAL18000004","1537028040","0","0","10002,20005,30007","","0","","0","1537027980","1537028030","1537028030","4"
"5","DIAL18000005","1537028100","0","0","10001,20001,30007","","0","","0","1537028040","1537028090","1537028090","4"
"6","DIAL18000006","1537028160","0","0","10002,20002,30001","","0","","0","1537028100","1537028150","1537028150","4"
"7","DIAL18000007","1537028220","0","0","10002,20001,30001","","0","","0","1537028160","1537028210","1537028210","4"
"8","DIAL18000008","1537028280","0","0","10001,20005,30008","","0","","0","1537028220","1537028270","1537028270","4"
"9","DIAL18000009","1537028340","0","0","10002,20003,30006","","0","","0","1537028280","1537028330","1537028330","4"
"10","DIAL18000010","1537028400","0","0","10002,20004,30010","","0","","0","1537028340","1537028390","1537028390","4"
"11","DIAL18000011","1537028460","0","0","10001,20006,30007","","0","","0","1537028400","1537028450","1537028450","4"
"12","DIAL18000012","1537028520","0","0","10002,20002,30009","","0","","0","1537028460","1537028510","1537028510","4"
"13","DIAL18000013","1537028580","0","0","10001,20005,30003","","0","","0","1537028520","1537028570","1537028570","4"
"14","DIAL18000014","1537028640","0","0","10001,20002,30006","","0","","0","1537028580","1537028630","1537028630","4"
"15","DIAL18000015","1537028700","0","0","10001,20006,30004","","0","","0","1537028640","1537028690","1537028690","4"
"16","DIAL18000016","1537028760","0","0","10001,20001,30006","","0","","0","1537028700","1537028750","1537028750","4"
"17","DIAL18000017","1537028820","0","0","10002,20001,30007","","0","","0","1537028760","1537028810","1537028810","4"
"18","DIAL18000018","1537028880","0","0","10001,20003,30008","","0","","0","1537028820","1537028870","1537028871","4"
"19","DIAL18000019","1537028940","0","0","10002,20006,30003","","0","","0","1537028880","1537028930","1537028930","4"
"20","DIAL18000020","1537029000","0","0","10001,20001,30008","","0","","0","1537028940","1537028990","1537028990","4"
"21","DIAL18000021","1537029061","0","0","10001,20006,30009","","0","","0","1537029001","1537029050","1537029050","4"
"22","DIAL18000022","1537029120","0","0","10002,20001,30006","","0","","0","1537029060","1537029110","1537029110","4"
"23","DIAL18000023","1537029180","0","0","10002,20003,30007","","0","","0","1537029120","1537029170","1537029170","4"
"24","DIAL18000024","1537029240","0","0","10001,20003,30005","","0","","0","1537029180","1537029230","1537029230","4"
"25","DIAL18000025","1537029300","0","0","10002,20005,30009","","0","","0","1537029240","1537029290","1537029290","4"
